Date,From,Subject
"Mon, 08 Aug 2022 20:00:27 -0700","""MANUEL EDUARDO LOAIZA FERNANDEZ (Classroom)"" <no-reply@classroom.google.com>","=?UTF-8?Q?Nuevo_material=3A_=22Demo_C=2B=2B_=2F_OpenCV_captura_multiples?=
	=?UTF-8?Q?=E2=80=A6=22?="
"Tue, 9 Aug 2022 02:57:33 +0000",=?UTF-8?B?UG90ZW50aWFsIEltcGFjdCBvZiBTdGVhdG9zaXMgb24gQ3l0b2Nocm9tZSBQ?= =?UTF-8?B?NDUwIEVuenltZXMgb2YgSHVtYW4gSGVwYXRvY3l0ZXMgSXNvbGF0ZWQgZnJv?= =?UTF-8?B?bSBGYXR0eeKApg==?= <updates@academia-mail.com>,"Are you the GABRIELA ANGEL CHIPANA PEREZ who wrote ""Potential Impact
 of Steatosis on Cytochrome...""?"
"Mon, 8 Aug 2022 23:08:26 +0000",PDF By Mario Jose Yovera Reyes <updates@academia-mail.com>,"=?UTF-8?Q?=F0=9F=93=84_=22LA_NANOTECNOLOG=C3=8DA_APLICADA_EN_LOS?=
 =?UTF-8?Q?_TRATAMIENTOS_M=C3=89DICOS_Y_DESARROLLO_DE_NUEVOS?=
 =?UTF-8?Q?_F=C3=81RMACOS=22_by_Mario_Jose_Yovera_Reyes?="
"Mon, 8 Aug 2022 03:07:29 -0700 (PDT)","""ricard...@gmail.com"" <ricardo.polar@gmail.com>","[spc-l] Oportunidad - Data Scientist, AI Analytics, Ping4All"
"Sun, 7 Aug 2022 08:05:29 -0500",Ernesto Cuadros-Vargas <ecuadros@spc.org.pe>,"=?UTF-8?Q?Re=3A_=5Bspc=2Dl=5D_Programaci=C3=B3n_para_Docencia_Matem=C3=A1tica_?=
	=?UTF-8?Q?en_la_Escuela_Secundaria?="
"Sun, 7 Aug 2022 11:29:30 -0500",Lucy Angela Delgado Barra <ldelgado@unsa.edu.pe>,"=?UTF-8?Q?RE=3A_=5Bspc=2Dl=5D_Programaci=C3=B3n_para_Docencia_Matem=C3=A1tica_?=
	=?UTF-8?Q?en_la_Escuela_Secundaria?="
"Sun, 7 Aug 2022 17:26:21 -0700 (PDT)",Hernan Nina Hanco <hninaha@ulima.edu.pe>,"=?UTF-8?Q?=5Bspc=2Dl=5D_REVISTA_INTERFASES_=2D_CALL_FOR_PAPERS_=28EDICI?=
	=?UTF-8?Q?=C3=93N_ESPECIAL_JULIO=2DDICIEMBRE_2022=29?="
"Mon, 8 Aug 2022 15:25:18 -0500",EVENTOS UNSA <eventos@unsa.edu.pe>,REVISTA WILLASUNKI - JULIO 2022
"Mon, 8 Aug 2022 14:34:22 -0500",EVENTOS UNSA <eventos@unsa.edu.pe>,Academia CISCO - InfoUNSA
"Mon, 08 Aug 2022 19:24:24 +0000 (UTC)","""Vijay Krishnan, CTO - Turing"" <hiring@turing.com>","Gabriela We have awesome remote U.S. jobs waiting for engineers like
 you."
"Mon, 8 Aug 2022 13:36:58 -0500 (CDT)",Figma for Education <education@figma.com>,Go back to school with Figma
"Mon, 8 Aug 2022 13:20:59 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,CONVOCATORIA LABORAL
"Mon, 8 Aug 2022 12:57:10 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,CONVOCATORIA LABORAL
"Mon, 8 Aug 2022 12:45:21 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,CONVOCATORIA DE PRACTICAS
"Mon, 08 Aug 2022 06:58:47 +0000",ResearchGate <no-reply@researchgatemail.net>,Gian franco joel Condori Luna published an article
"Mon, 08 Aug 2022 08:01:33 -0700","""PABLO CESAR CALCINA CCORI (Classroom)"" <no-reply@classroom.google.com>","=?UTF-8?Q?Nuevo_anuncio=3A_=22Estimados=2C_hoy_no_tendremos_laborato?=
	=?UTF-8?Q?rio=E2=80=A6=22?="
"Mon, 8 Aug 2022 08:49:31 -0500",DIRECCION UNIVERSITARIA DE GESTION DE LA INFORMACION <vri.gestioninformacion@unsa.edu.pe>,"=?UTF-8?Q?Convocatoria_de_investigaci=C3=B3n_para_equipos_de_inves?=
	=?UTF-8?Q?tigadores_j=C3=B3venes_=2D_Impactos_de_los_tratados_de_comercio_e_?=
	=?UTF-8?Q?inversi=C3=B3n_en_Am=C3=A9rica_Latina_y_el_Caribe?="
"Mon, 8 Aug 2022 08:44:30 -0500",DIRECCION UNIVERSITARIA DE GESTION DE LA INFORMACION <vri.gestioninformacion@unsa.edu.pe>,Fwd: IDEA agosto de 2022
"Mon, 8 Aug 2022 06:37:06 +0000","""Academia.edu"" <premium@academia-mail.com>","Someone saw ""Ensayo, salud sin tecnologia"" in an Academia search"
"Mon, 08 Aug 2022 04:28:08 +0000",=?UTF-8?Q?RONI_GUILLERMO_APAZA_A=2E=2E=2E_=28v=C3=ADa_Google_Drive=29?= <drive-shares-dm-noreply@google.com>,"Elemento compartido contigo: ""qde-ugri-yio (2022-08-06 15:49 GMT-5)"""
"Sun, 07 Aug 2022 07:36:34 -0700","""RONI GUILLERMO APAZA ACEITUNO (Classroom)"" <no-reply@classroom.google.com>",=?UTF-8?Q?Nueva_tarea=3A_=22Informe_de_la_gu=C3=ADa_de_laboratorio_07=22?=
"Sun, 07 Aug 2022 07:28:23 -0700","""RONI GUILLERMO APAZA ACEITUNO (Classroom)"" <no-reply@classroom.google.com>","=?UTF-8?Q?Nuevo_material=3A_=22Valoracion_del_cuestionario_del_Inf?=
	=?UTF-8?Q?orme=E2=80=A6=22?="
"Thu, 4 Aug 2022 15:33:56 -0700 (PDT)",Arturo Miguel-de-Priego <arturo.migueldepriego@gmail.com>,"=?UTF-8?Q?=5Bspc=2Dl=5D_Programaci=C3=B3n_para_Docencia_Matem=C3=A1tica_en_l?=
	=?UTF-8?Q?a_Escuela_Secundaria?="
"Fri, 5 Aug 2022 18:41:06 -0500",Jorge Valverde-Rebaza <jorge.carlos14@gmail.com>,"[spc-l] Extended CFP - SNMAM - SIMBig 2022 8 Keynotes Speakers (AI,
 Data Science, NLP, ML, Network Science, SNA)"
"Sun, 7 Aug 2022 12:17:24 +0200","""SHEIN"" <shein@edm.shein.com>",El informe del estilo de Agosto =?UTF-8?Q?est=C3=A1=20aqu=C3=AD?=
"Sun, 7 Aug 2022 07:01:28 +0000",=?UTF-8?B?TWVudGlvbmVkIGJ5IEdhYnJpZWxhIFDDqXJlei1MYWNoYXVk?= <premium@academia-mail.com>,=?UTF-8?Q?=E2=80=9CG._Chipana_Perez=E2=80=9D:_1_menci=C3=B3n?=
"Sun, 07 Aug 2022 03:30:35 +0000",Oleg from Nicepage <olegdudko@nicepage.com>,"Get 500,000 stock images for your websites with Nicepage!"
"Sat, 06 Aug 2022 17:58:38 -0700",Wish <offers@wish.com>,=?UTF-8?q?Ent=C3=A9rate..._Estos_son_los_bolsos_m=C3=A1s_deseados_del_a?= =?UTF-8?q?=C3=B1o._=F0=9F=91=9C?=
"Sat, 06 Aug 2022 05:53:29 -0700","""RONI GUILLERMO APAZA ACEITUNO (Classroom)"" <no-reply@classroom.google.com>","Nuevo material: ""Guia de laboratorio 10"""
"Fri, 05 Aug 2022 21:59:35 -0700","""RONI GUILLERMO APAZA ACEITUNO (Classroom)"" <no-reply@classroom.google.com>","=?UTF-8?Q?Fecha_de_entrega_ma=C3=B1ana=3A_=22Informe_de_gu=C3=ADa_de_labor?=
	=?UTF-8?Q?atorio_06=22?="
"Sat, 06 Aug 2022 04:31:36 +0000",RONI GUILLERMO APAZA ACEITUNO <rapazaac@unsa.edu.pe>,"=?UTF-8?Q?Invitaci=C3=B3n=3A_Recuperaci=C3=B3n_laboratorio_Redes_y_Comun?=
	=?UTF-8?Q?icaci=C3=B3n_grupo_A_s=C3=A1b_6_de_ago_de_2022_3=3A45pm_=2D_5=3A45pm_=28PET=29?=
	=?UTF-8?Q?_=28gchipanap=40unsa=2Eedu=2Epe=29?="
"Fri, 5 Aug 2022 23:02:33 +0000",PDF By Dario Cabrera Carpio <updates@academia-mail.com>,"=?UTF-8?Q?=F0=9F=93=84_=22Destruccion_del_medio_ambiente=22_by?=
 =?UTF-8?Q?_Dario_Cabrera_Carpio?="
"Fri, 5 Aug 2022 11:55:20 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,"=?UTF-8?Q?Invitaci=C3=B3n_a_la_CAPACITACI=C3=93N_GRATU=C3=8DTA_otorgada_po?=
	=?UTF-8?Q?r_el_programa_DreamBuilder?="
"Fri, 5 Aug 2022 16:32:07 +0000",Olha from Visme <updates@visme.co>,"[NEW FEATURES] Connect Visme tables to Google Sheets, Flipbook
 effect & more"
"Fri, 05 Aug 2022 07:45:18 -0700",Google Maps Timeline <noreply-maps-timeline@google.com>,=?UTF-8?Q?=F0=9F=8C=8E_GABRIELA_ANGEL=2C_tus_novedades_de_julio?=
"Fri, 5 Aug 2022 05:38:03 +0000",Mentioned by THOMAS PAULI <premium@academia-mail.com>,=?UTF-8?Q?=E2=80=9CG._Chipana_Perez=E2=80=9D:_1_menci=C3=B3n?=
"Thu, 04 Aug 2022 18:41:16 -0700","""VICENTE ENRIQUE MACHACA ARCEDA (Classroom)"" <no-reply@classroom.google.com>","Nuevo material: ""Clases 03-08 (video)"""
"Thu, 04 Aug 2022 18:40:27 -0700","""VICENTE ENRIQUE MACHACA ARCEDA (Classroom)"" <no-reply@classroom.google.com>","Nuevo material: ""Clases 01-08 (video)"""
"Thu, 04 Aug 2022 18:39:08 -0700","""VICENTE ENRIQUE MACHACA ARCEDA (Classroom)"" <no-reply@classroom.google.com>","Nuevo material: ""Clases 27-07 (video)"""
"Thu, 04 Aug 2022 18:38:17 -0700","""VICENTE ENRIQUE MACHACA ARCEDA (Classroom)"" <no-reply@classroom.google.com>","Nuevo material: ""Clases 25-07 (video)"""
"Thu, 04 Aug 2022 18:37:15 -0700","""VICENTE ENRIQUE MACHACA ARCEDA (Classroom)"" <no-reply@classroom.google.com>","Nuevo material: ""Clases 22-07 (video)"""
"Thu, 04 Aug 2022 18:36:18 -0700","""VICENTE ENRIQUE MACHACA ARCEDA (Classroom)"" <no-reply@classroom.google.com>","Nuevo material: ""Clases 21-07 (video)"""
"Thu, 04 Aug 2022 18:34:56 -0700","""VICENTE ENRIQUE MACHACA ARCEDA (Classroom)"" <no-reply@classroom.google.com>","Nuevo material: ""Clases 20-07 (video)"""
"Thu, 04 Aug 2022 18:30:03 -0700","""VICENTE ENRIQUE MACHACA ARCEDA (Classroom)"" <no-reply@classroom.google.com>","Nuevo material: ""Clases 07-07 (video)"""
"Thu, 04 Aug 2022 18:29:25 -0700","""VICENTE ENRIQUE MACHACA ARCEDA (Classroom)"" <no-reply@classroom.google.com>","Nuevo material: ""Clases 06-07 (video)"""
"Thu, 04 Aug 2022 18:28:31 -0700","""VICENTE ENRIQUE MACHACA ARCEDA (Classroom)"" <no-reply@classroom.google.com>","Nuevo material: ""Clases 04-07 (video)"""
"Thu, 04 Aug 2022 18:26:47 -0700","""VICENTE ENRIQUE MACHACA ARCEDA (Classroom)"" <no-reply@classroom.google.com>","Nuevo material: ""Clases 01-07 (video)"""
"Thu, 04 Aug 2022 18:25:40 -0700","""VICENTE ENRIQUE MACHACA ARCEDA (Classroom)"" <no-reply@classroom.google.com>","Nuevo material: ""Clases 30-06 (video)"""
"Thu, 04 Aug 2022 18:23:36 -0700","""VICENTE ENRIQUE MACHACA ARCEDA (Classroom)"" <no-reply@classroom.google.com>","Nuevo material: ""Clases 27-06 (video)"""
"Thu, 4 Aug 2022 14:06:09 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,CONVOCATORIA LABORAL
"Thu, 4 Aug 2022 13:53:21 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,"=?UTF-8?Q?INVITACI=C3=93N_A_LA_CHARLA_DE_YAPE_COMO_HERRAMIENTA_DE_?=
	=?UTF-8?Q?FINANZAS_PERSONALES_DEL_BCP?="
"Thu, 4 Aug 2022 13:42:19 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,CONVOCATORIA LABORAL
"Thu, 4 Aug 2022 13:01:45 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,CONVOCATORIA LABORAL
"Thu, 4 Aug 2022 12:16:18 -0500",EVENTOS UNSA <eventos@unsa.edu.pe>,Talleres de relaciones de pareja: Apego y emocional y enamoramiento
"Thu, 04 Aug 2022 17:00:57 +0000","""Course Hero Rewards"" <coursehero@lifecycle.coursehero.com>",Unlock now. Thank yourself later.
"Thu, 4 Aug 2022 11:09:00 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,CONVOCATORIA LABORAL
"Thu, 4 Aug 2022 17:13:06 +0200","""SHEIN"" <shein@edm.shein.com>","El Estilo #SHEINback2school =?UTF-8?Q?=C2=A1est=C3=A1=20de=20vuelta=20est?=
 =?UTF-8?Q?a=20temporada!?="
"Thu, 4 Aug 2022 09:50:46 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,"=?UTF-8?Q?INVITACI=C3=93N_A_LA_CHARLA_DE_YAPE_COMO_HERRAMIENTA_DE_?=
	=?UTF-8?Q?FINANZAS_PERSONALES_DEL_BCP?="
"Thu, 4 Aug 2022 09:28:31 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,CONVOCATORIA DE PRACTICAS
"Thu, 04 Aug 2022 05:33:11 -0700","""YESSENIA DEYSI YARI RAMOS (Classroom)"" <no-reply@classroom.google.com>","Nueva tarea: ""Lectura de video y rotacion de imagenes"""
"Thu, 4 Aug 2022 05:13:47 +0000","""Academia.edu"" <updates@academia-mail.com>",Someone just searched for you on Google...
"Wed, 03 Aug 2022 22:02:17 -0700","""WILBER ROBERTO RAMOS LOVON (Classroom)"" <no-reply@classroom.google.com>","=?UTF-8?Q?Fecha_de_entrega_ma=C3=B1ana=3A_=22Tesis=3A_Versi=C3=B3n_modificad?=
	=?UTF-8?Q?a=22?="
"Thu, 4 Aug 2022 04:01:59 +0000",Mentioned by Prosanta Chakrabarty <premium@academia-mail.com>,"=?UTF-8?Q?=E2=80=9CG._Chipana_Perez=E2=80=9D:_1_nueva_menci=C3=B3n?=
 =?UTF-8?Q?_en_un_art=C3=ADculo_sobre_Caribbean_regionrecientemente_descub?=
 =?UTF-8?Q?iertos_por_Academia?="
"Thu, 04 Aug 2022 02:44:53 +0000",=?UTF-8?Q?RONI_GUILLERMO_APAZA_A=2E=2E=2E_=28v=C3=ADa_Google_Drive=29?= <drive-shares-dm-noreply@google.com>,"Elemento compartido contigo: ""qde-ugri-yio (2022-08-01 15:39 GMT-7)"""
"Wed, 03 Aug 2022 17:13:13 -0700","""YESSENIA DEYSI YARI RAMOS (Classroom)"" <no-reply@classroom.google.com>","=?UTF-8?B?TnVldm8gYW51bmNpbzogIkVzdGltYWRvcyAswqAKTGEgY2xhc2UgZGVsIGp1ZXZlcyBzZQ==?=
	=?UTF-8?B?csOh4oCmIg==?="
"Wed, 3 Aug 2022 15:25:39 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,CONVOCATORIA LABORAL
"Wed, 3 Aug 2022 15:01:23 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,"=?UTF-8?Q?INVITACI=C3=93N_A_INSCRIBIRSE_AL_DIPLOMADO_INTERNACIONAL?=
	=?UTF-8?Q?_DE_SEGURIDAD_Y_SALUD_OCUPACIONAL?="
"Wed, 3 Aug 2022 14:07:23 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,CONVOCATORIA DE PRACTICAS
"Wed, 3 Aug 2022 13:35:17 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,CONVOCATORIA LABORAL
"Wed, 3 Aug 2022 10:40:52 -0500",JORGE ENRIQUE QUIROZ OVIEDO <jquiroz@unsa.edu.pe>,Conferencia de ferreyros
"Wed, 03 Aug 2022 13:41:48 +0000","""Coursera"" <no-reply@m.mail.coursera.org>","=?utf-8?B?wqFQb3RlbmNpYWxpemEgdHUgY29ub2NpbWllbnRvIGVuIGZpbmFu?=
	=?utf-8?B?emFzIQ==?="
"Wed, 03 Aug 2022 09:06:32 +0000","""El equipo del Trello"" <taco@trello.com>",=?utf-8?B?4oCL?=
"Wed, 3 Aug 2022 06:35:15 +0000","""Academia.edu"" <premium@academia-mail.com>","Someone saw ""Ensayo, salud sin tecnologia"" in an Academia search"
"Wed, 3 Aug 2022 03:59:33 +0000",=?UTF-8?B?TWVudGlvbmVkIGJ5IFDDqXJlei1MYWNoYXVkLCBHYWJyaWVsYQ==?= <premium@academia-mail.com>,=?UTF-8?Q?=E2=80=9CG._Chipana_Perez=E2=80=9D:_1_menci=C3=B3n?=
"Tue, 2 Aug 2022 21:10:16 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,"=?UTF-8?Q?Invitaci=C3=B3n_a_la_CONVOCATORIA_PREMIO_NACIONAL_DE_LA_?=
	=?UTF-8?Q?JUVENTUD_YENURI_CHIGUALA_CRUZ?="
"Tue, 2 Aug 2022 20:48:46 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,"=?UTF-8?Q?INVITACI=C3=93N_A_LA_CHARLA_DE_YAPE_COMO_HERRAMIENTA_DE_?=
	=?UTF-8?Q?FINANZAS_PERSONALES_DEL_BCP?="
"Tue, 2 Aug 2022 19:58:23 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,"=?UTF-8?Q?Invitaci=C3=B3n_a_la_CAPACITACI=C3=93N_GRATU=C3=8DTA_otorgada_po?=
	=?UTF-8?Q?r_el_programa_DreamBuilder?="
"Tue, 2 Aug 2022 18:12:41 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,CONVOCATORIA LABORAL
"Tue, 2 Aug 2022 23:02:30 +0000",PDF By Aurelia Miko <updates@academia-mail.com>,"=?UTF-8?Q?=F0=9F=93=84_=22Nanotecnolog=C3=ADa_s=C3=ADntesis_en?=
 =?UTF-8?Q?_general=22_by_Aurelia_Miko?="
"Tue, 2 Aug 2022 17:54:42 -0500",OFICINA DE SEGUIMIENTO DE EGRESADOS <dude_ose@unsa.edu.pe>,CONVOCATORIA DE PRACTICAS
"Tue, 2 Aug 2022 12:34:32 -0500",DIRECCION UNIVERSITARIA DE GESTION DE LA INFORMACION <vri.gestioninformacion@unsa.edu.pe>,"=?UTF-8?Q?Fwd=3A_CURSO_VIRTUAL_=2D_INTRODUCCI=C3=93N_A_LA_INVESTIGACI?=
	=?UTF-8?Q?=C3=93N_CIENT=C3=8DFICA_=2D_PUBLICACI=C3=93N_DE_ART=C3=8DCULOS_EN_SCOPUS?="
"Tue, 02 Aug 2022 17:18:49 +0000",LUCY ANGELA DELGADO BARRA <ldelgado@unsa.edu.pe>,"=?UTF-8?Q?Invitaci=C3=B3n_actualizada=3A_EPCC=3A_REDES_Y_COMUNICACI=C3=93N?=
	=?UTF-8?Q?__Cada_semana_de_12=3A20pm_a_2=3A50pm_el_martes_del_mar_26_de_ju?=
	=?UTF-8?Q?l_al_mar_6_de_sept_=28PET=29_=28gchipanap=40unsa=2Eedu=2Epe=29?="
"Tue, 02 Aug 2022 09:11:52 -0600","""Tottus"" <contacto@pe.tottus.com>","=?UTF-8?B?RW5jdWVudHJhIGEgdW5vcyBudWVzdHJvcyBQUkVDSUFaT1MgbG8g?=
 =?UTF-8?B?aW5kaXNwZW5zYWJsZSBwYXJhIGVsIGNvbGUg8J+YjQ==?="
"Mon, 1 Aug 2022 03:34:47 -0700 (PDT)",Carlos Gavidia <cgavidiac@gmail.com>,"[spc-l] Fully-funded PhD Studentship on Human-AI Collaboration at The
 Open University (UK)"
"Tue, 02 Aug 2022 11:04:00 +0000",Miro <weekly@updates.miro.com>,PoroTim team Weekly Digest
"Mon, 1 Aug 2022 23:31:26 -0500",DIRECCION UNIVERSITARIA DE GESTION DE LA INFORMACION <vri.gestioninformacion@unsa.edu.pe>,"=?UTF-8?Q?Fwd=3A_=F0=9F=93=8C_Capacitaciones_de_la_Biblioteca_Virtual_=7C_?=
	=?UTF-8?Q?Tema=3A_Elsevier_=7C_ScienceDirect_y_Scopus_=2D_Introducci=C3=B3n_a_la?=
	=?UTF-8?Q?_publicaci=C3=B3n_acad=C3=A9mica=3A_comprenda_sus_caminos?="
"Tue, 02 Aug 2022 03:29:47 +0000",Oleg from Nicepage <olegdudko@nicepage.com>,Only 1 Day Left! Get Up To 50% SALE! =?utf-8?b?8J+RjQ==?=
"Tue, 2 Aug 2022 02:52:44 +0000",Mentioned by Jing Cui <premium@academia-mail.com>,"=?UTF-8?Q?=E2=80=9CPerez,_G.A.C.=E2=80=9D:_The_name?=
 =?UTF-8?Q?_=E2=80=9CPerez,_G.A.C.=E2=80=9D_is_mentioned_in_a_paper_publis?=
 =?UTF-8?Q?hed_in_ISPRS_International_Journal_of_Geo-Information?="
"Mon, 01 Aug 2022 19:16:58 -0700","""YESSENIA DEYSI YARI RAMOS (Classroom)"" <no-reply@classroom.google.com>","=?UTF-8?B?TnVldm8gYW51bmNpbzogIkVzdGltYWRvcyBhbHVtbm9zwqAKUG9yIGZhdm9yIGxlZXIgbA==?=
	=?UTF-8?B?b3PCoOKApiI=?="
"Mon, 1 Aug 2022 23:29:04 +0000","""Academia.edu"" <premium@academia-mail.com>","The name ""Gabriela Angel Chipana Perez"" is mentioned in a paper
 published in Proceedings of The National Academy of Sciences"
"Mon, 1 Aug 2022 21:23:49 +0200",Camilo Thorne <camilo.thorne@gmail.com>,[spc-l] Fwd: [AIxIA] Funded NLP PhD position
"Mon, 01 Aug 2022 10:21:15 -0700","""LUCY ANGELA DELGADO BARRA (Classroom)"" <no-reply@classroom.google.com>","=?UTF-8?Q?Fecha_de_entrega_ma=C3=B1ana=3A_=22Protocolos_de_la_Capa_de_?=
	=?UTF-8?Q?Transporte_y_Red=22?="
"Sun, 31 Jul 2022 22:21:57 -0700","""RONI GUILLERMO APAZA ACEITUNO (Classroom)"" <no-reply@classroom.google.com>",=?UTF-8?Q?Nuevo_material=3A_=22Gu=C3=ADa_de_laboratorio_09=22?=
"Mon, 1 Aug 2022 02:52:37 +0000",Mentioned by Chong Chin Heo <premium@academia-mail.com>,"=?UTF-8?Q?50%_Off,_2_days_only_-_=E2=80=9CG._Chipana?=
 =?UTF-8?Q?_Perez=E2=80=9D:_1_mention?="
"Sun, 31 Jul 2022 19:25:54 -0700","""RONI GUILLERMO APAZA ACEITUNO (Classroom)"" <no-reply@classroom.google.com>",=?UTF-8?Q?Nueva_tarea=3A_=22Informe_de_gu=C3=ADa_de_laboratorio_06=22?=
"Mon, 1 Aug 2022 02:17:20 +0200","""SHEIN"" <info@news.es.shein.com>",=?UTF-8?Q?=C2=A1Todav=C3=ADa=20estamos=20esper=C3=A1ndote!=20gchipanap?=
"Sat, 30 Jul 2022 15:27:21 -0500",Israel Chaparro-Cruz <ichaparroc@unjbg.edu.pe>,"[spc-l] Fwd: Khipu 2023: Latin American Meeting in Artificial
 Intelligence - Call for participation"
"Sun, 31 Jul 2022 13:30:02 -0700",=?UTF-8?B?Q291cnNlIEhlcm8=?= <coursehero@interact.coursehero.com>,Get insights on your study style
"Sun, 31 Jul 2022 10:25:19 -0700","""WILBER ROBERTO RAMOS LOVON (Classroom)"" <no-reply@classroom.google.com>",=?UTF-8?Q?Nuevo_material=3A_=22Art=C3=ADculo_Cient=C3=ADfico_=22?=
"Sun, 31 Jul 2022 03:29:04 +0000",Oleg from Nicepage <olegdudko@nicepage.com>,SALE! Get Up To 50% off only for 3 days!
"Sat, 30 Jul 2022 17:21:02 -0700",Wish <offers@wish.com>,"=?UTF-8?q?=F0=9F=91=A6=F0=9F=8F=BB=F0=9F=91=A7=F0=9F=8F=BC_Ofertas_en_rop?=
 =?UTF-8?q?a_para_ni=C3=B1os,_juguetes_y_m=C3=A1s?="
"Sat, 30 Jul 2022 23:37:24 +0000",SHEIN <noreply@sheinemail.com>,=?utf-8?Q?=C2=A1Bienvenidos=20a=20SHEIN!?=
"Sat, 30 Jul 2022 12:26:25 -0600","""Falabella.com"" <novedades@pe.falabella.com>","=?UTF-8?B?R2FicmllbGEgw4FuZ2VsIOKcqCDCoVRpZW5lcyAyIGTDrWFzIHBh?=
 =?UTF-8?B?cmEgcmVjb2dlciB0dSByZWdhbG8hIPCfjoE=?="
"Thu, 28 Jul 2022 13:16:20 -0500",Nils Murrugarra Llerena <nineil.cs@gmail.com>,[spc-l] LatinX in AI Supercomputer Network Launch
"Thu, 28 Jul 2022 12:58:44 -0500",Nils Murrugarra Llerena <nineil.cs@gmail.com>,"[spc-l] Fwd: [cvnet] Open Positions: 3 PhDs and 1 post-doc in deep
 learning: focus on brain-inspired inhibition, sparsity and statistical
 physics (University of Groningen)"
"Thu, 28 Jul 2022 03:46:43 -0500",Angel Guillermo Coca Balta <cocabalt@gmail.com>,"=?UTF-8?Q?Re=3A_=5Bspc=2Dl=5D_ENCUESTA=3A_Repercusiones_del_uso_de_herra?=
	=?UTF-8?Q?mientas_colaborativas_s=C3=ADncronas_y_as=C3=ADncronas_en_la_educaci?=
	=?UTF-8?Q?=C3=B3n_superior?="
"Fri, 29 Jul 2022 22:01:02 -0700","""MANUEL EDUARDO LOAIZA FERNANDEZ (Classroom)"" <no-reply@classroom.google.com>",=?UTF-8?Q?Calificaci=C3=B3n_de=3A_=22Practica=3A_Prueba_de_OpenCV=22?=
"Thu, 28 Jul 2022 17:40:07 -0700","""LUCY ANGELA DELGADO BARRA (Classroom)"" <no-reply@classroom.google.com>",=?UTF-8?Q?Nuevo_material=3A_=22DESARROLLO_DE_LA_SESI=C3=93N=22?=
"Thu, 28 Jul 2022 17:38:23 -0700","""LUCY ANGELA DELGADO BARRA (Classroom)"" <no-reply@classroom.google.com>","=?UTF-8?Q?Nueva_tarea=3A_=22Protocolos_de_la_Capa_de_Transporte_y?=
	=?UTF-8?Q?=E2=80=A6=22?="
"Thu, 28 Jul 2022 17:37:14 -0700","""LUCY ANGELA DELGADO BARRA (Classroom)"" <no-reply@classroom.google.com>",=?UTF-8?Q?Nuevo_material=3A_=22ACTIVIDADES_Y_EVALUACI=C3=93N=22?=
"Thu, 28 Jul 2022 23:02:30 +0000",PDF By Darwin Realpe <updates@academia-mail.com>,=?UTF-8?Q?=F0=9F=93=84_=221000_Examen=22_by_Darwin_Realpe?=
"Thu, 28 Jul 2022 12:47:56 -0500",SOPORTE DUTIC <soportedutic@unsa.edu.pe>,=?UTF-8?Q?=C2=A1Felices_Fiestas_Patrias=21_Te_desea_Equipo_DUTIC?=
"Thu, 28 Jul 2022 16:30:58 +0000",Nicepage Team <olegdudko@nicepage.com>,Nicepage 4.15: We Are One Million
"Thu, 28 Jul 2022 05:54:27 -0700",Google Location Sharing <noreply-location-sharing@google.com>,=?UTF-8?Q?Novedad_y_recordatorio_de_Compartir_ubicaci=C3=B3n?=
"Wed, 27 Jul 2022 19:36:46 -0600","""Falabella.com"" <novedades@pe.falabella.com>","=?UTF-8?B?SG9sYSBHYWJyaWVsYSDDgW5nZWwg4pyoIERpc2ZydXRhIHR1IHJl?=
 =?UTF-8?B?Z2FsbyBlc3BlY2lhbCDwn46B?="
